ID,NAME,VEH_TYPE_ID
14701,BASE,14071
14702,TOP,14071
14703,STD,14071
25935,PLATINUM,14071
25989,PREMIER,14071
24147,LIMITED,17800
24860,C,17800
14640,PLATINUM PLUS,14059
14641,TITANIUM,14059
14642,TOP,14059
14643,N/AVIGATION TOP,14059
14644,N/AVIGATION,14059
14645,PREMIER,14059
14646,BASE,14059
14647,PLATINUM,14059
14648,PRESTIGE,14059
27606,F SPORT,14059
20533,PRESTIGE,18556
21449,PRESTIGE,21448
14692,PLATINUM,14069
14693,PRESTIGE,14069
14694,PREMIER,14069
14695,F-SPORT,14069
14649,BASE,14060
14650,TOP,14060
14651,STD,14060
14652,N/AVIGATION,14060
14737,PRESTIGE,14078
14738,TITANIUM,14078
14739,PREMIER,14078
14740,F-SPORT,14078
14741,PLATINUM,14078
23853,STD,17938
14667,TOP,14062
14750,F Sport,14082
25131,PRESTIGE,14082
14668,STD,14063
14669,TOP,14063
14724,PLATINUM,14074
14725,PREMIER,14074
14726,N/AVIGATION TOP,14074
14727,MID,14074
14728,PRESTIGE,14074
14736,PLATINUM,14077
14678,PREMIER,14067
14679,PRESTIGE,14067
14680,F SPORT,14067
14742,PRESTIGE,14079
14743,PLATINUM,14079
14744,PREMIER,14079
14745,F-SPORT PRESTIGE,14079
14757,LEATHER,14085
14758,N/AVIGATION,14085
14759,PRESTIGE,14085
14760,PLATINUM,14085
14761,BASE,14085
14762,N/AVIGATION TOP,14085
21548,PREMIER,14085
14704,PLATINUM,14072
14705,PREMIUM PLUS,14072
14706,F SPORT,14072
14707,PRESTIGE,14072
14708,LUXURY,14072
14729,F SPORT PRESTIGE,14075
14730,PLATINUM,14075
14731,F SPORT PLATINUM,14075
14732,PRESTIGE,14075
23765,F SPORT,14075
20247,STD ,20246
14674,COUPE,14065
14748,TOP,14081
14749,N/AVIGATION REMOTE START,14081
14681,LWB 5ST,14068
14682,PRESTIGE LWB 5ST,14068
14683,PRESTIGE SWB,14068
14684,PREMIER LWB,14068
14685,L TITANIUM,14068
14686,F SPORT,14068
14687,PRESTIGE PLUS,14068
14688,PLATINUM LWB 4ST,14068
14689,SWB,14068
14690,LWB 4ST,14068
14691,PREMIER SWB,14068
21370,F SPORT,21369
21371,PLATINUM,21369
21372,TITANIUM,21369
14670,PLATINUM 4ST,14064
14671,PRESTIGE 5ST,14064
14672,TITANIUM,14064
14673,F-SPORT,14064
14746,TOP,14080
14747,N/AVIGATION,14080
14709,PREMIER INTREPID,14073
14710,PRESTIGE,14073
14711,SUPERCHARGED,14073
14712,SPORT PLATINUM,14073
14713,PREMIER PLUS,14073
14714,SPORT TITANIUM,14073
14715,PRESTIGE INTREPID,14073
14716,N/AVIGATION SPORT,14073
14717,TITANIUM,14073
14718,TITANIUM PLUS,14073
14719,SPORT TITANIUM PLUS,14073
14720,PLATINUM,14073
14721,PREMIER,14073
14722,TOP,14073
14723,PLATINUM INTREPID,14073
20908,PLATINUM SIGN/ATURE,14073
14767,F SPORT PRESTIGE,14087
14768,F SPORT PLATINUM,14087
14769,PLATINUM,14087
14770,PREMIER,14087
27436,PREMIER,25875
27437,PLATINUM,25875
27438,F-SPORT,25875
14751,PLATINUM,14083
14752,CARBON,14083
14771,F SPORT PRESTIGE,14088
14772,PREMIER,14088
14753,F SPORT PLATINUM,14084
14754,F SPORT PRESTIGE,14084
14755,PREMIER,14084
14756,PLATINUM,14084
24437,F SPORT,14084
24410,STD,23435
23706,S,17812
14733,BASE,14076
14734,SPORTS,14076
14735,TOP,14076
14653,PREMIUM PLUS,14061
14654,PREMIUM,14061
14655,LUXURY,14061
14656,TITANIUM,14061
14657,BASE,14061
14658,PLATINUM,14061
14659,PREMIER PLUS,14061
14660,PRESTIGE,14061
14661,PLATINUM PLUS,14061
14662,F-SPORT,14061
14663,PREMIER,14061
14664,PLATINUM LIMITED EDITION,14061
14665,SPORTS,14061
14666,TOP,14061
25967,PLATINUM,25864
14696,PRESTIGE,14070
14697,PLATINUM,14070
14698,TITANIUM,14070
14699,F-SPORT,14070
25957,PLATINUM,25902
14639,STD,14058
24800,SPORT,17977
14585,RESERVE,14046
14586,SELECT,14046
14587,PREMIER,14046
14538,ULTIMATE,14041
14539,STD,14041
14583,STD,14045
14584,ECOBOOST,14045
14588,STD,14047
14589,PREMIUM,14047
21508,BASE,14047
21509,SELECT,14047
21510,PREMIER,14047
21512,RESERVE,14047
24143,RESERVE LUXURY PK,14047
14535,RESERVE,14040
14536,PREFERRED,14040
14537,PREMIER,14040
23655,SELECT,14040
14579,L,14044
14580,L LIMOUSINE,14044
14581,RESERVE,14044
14582,ULTIMATE,14044
25104,L RESERVE,14044
14540,STD,14042
14541,RESERVE,14042
14542,SIGNATURE,14043
14543,EXECUTIVE,14043
14544,EXECUTIVE  L,14043
16128,Coupe,14472
24840,STD,14472
16129,STD,14473
16126,S,14471
16127,STD,14471
16121,S,14470
16122,V6,14470
16123,CUP 260,14470
16124,ROADSTER,14470
16125,S HIGH SPEC,14470
16163,P\/L,14490
16162,P\/L+,14489
16161,P\/L+,14488
16160,STD,14487
16166,STD,14492
24438,LT2,18039
24893,LTZ,18039
25066,LT,18039
23851,LS,18039
24656,M SPORT,17877
20386,STD,19704
19114,STAND,19113
23847,STD,18040
15156,STD,14279
15148,STD,14276
15157,STD,14280
15158,S,14280
15159,S Q4,14280
15142,STD,14273
15143,S AUTOMATIC,14273
15144,S,14273
15145,MC STRADALE,14273
24167,SPORT,14273
15149,STD,14277
15150,MC,14277
15151,FENDI EDITION,14277
23734,SPORT,14277
23976,SPECIAL EDITION,14277
15160,STD,14281
25753,STD,19622
15152,S,14278
15153,STD,14278
15154,SPORT GT,14278
15155,GTS,14278
15147,STD,14275
15146,STD,14274
20873,STD,18721
15164,V12,14285
15163,V12,14284
15161,V12,14282
15162,V12,14283
14789,V,14093
14790,S,14093
14791,R,14093
14782,V S\/R,14091
14783,V S\/R SAP,14091
14784,S,14091
14785,R,14091
14786,V,14091
25068,SE,14091
14777,R,14090
14778,SR,14090
14779,V,14090
14780,V SR,14090
14781,S,14090
24037,STD,17921
23815,LUXURY,18092
14799,S,14097
14797,R,14096
14798,V,14096
14800,STD,14098
14801,DLX,14098
25187,GS,25183
25188,GTX,25183
14792,GS,14094
14793,GT,14094
14794,GTX,14094
14795,GTX,14095
14796,GT,14095
14773,GTX LTD,14089
14774,GS,14089
14775,GTX,14089
14776,GT,14089
20909,LTD,14089
14787,25TH ANNIVERSARY EDITION,14092
14788,SPORT,14092
24553,STD,17943
17794,Van,17793
25945,STD,25886
25987,STD,25900
15033,COUPE,14239
15034,SPIDER,14239
15036,COUPE,14241
15041,STD,14243
24681,SPIDER,14243
15035,COUPE,14240
25946,STC,25868
15037,722,14242
15038,STD,14242
15039,ROADSTER,14242
15040,STIRLING MOSS,14242
24723,190TCE LE,17932
24735,190TCE SE,17932
24816,SE,17932
23838,PE,17932
23728,LUXURY,17872
24255,STD,23489
14976,STD,14203
14970,STD,14197
14886,SPORT,14147
15012,AMG,14225
14947,S,14184
23843,C,14184
27160,R,14184
14853,STD,14127
15011,STD,14224
14968,STD,14195
14926,STD,14169
14930,STD,14171
14931,TURBO,14171
14882,G800,14146
14883,ML700,14146
14884,B63S-700,14146
14885,S-850,14146
24289,G700,14146
14836,SPORTCOUPE,14118
15021,STD,14228
15022,ELEGANCE,14228
14949,AVANTGARDE,14186
14950,ELEGANCE,14186
14951,CLASSIC,14186
14952,SPORTCOUPE,14186
15013,AVANTGARDE SPORTS,14226
15014,ELEGANCE,14226
15015,AMG,14226
15016,CGI,14226
15017,AVANTGARDE,14226
15018,AVANTGARDE BUSINESS,14226
14803,SPORTCOUPE,14100
14804,AVANTGARDE,14100
14805,CLASSIC,14100
14806,ELEGANCE,14100
14965,SPORTCOUPE,14193
14966,ELEGANCE,14193
14975,STD,14202
14881,STD,14145
14816,STD,14107
14817,CGI,14107
14818,AVANTGARDE SPORTS,14107
14819,AVANTGARDE BUSINESS,14107
14820,AMG,14107
14837,AVANTGARDE,14119
14838,ELEGANCE,14119
14937,STD,14177
14938,\tAVANTGARDE BUSINESS,14177
14939,AVANTGARDE SPORTS,14177
23670,AMG,14177
14878,STD,14143
14849,AVANTGARDE,14126
14850,AVANTGARDE SPORTS,14126
14851,STD,14126
14852,AVANTGARDE BUSINESS,14126
24775,e,14126
25994,AMG SPORT,25834
15030,4MATIC,14236
14917,STD,14165
14901,EDITION 507,14159
14902,STD,14159
14903,BLACK SERIES,14159
14904,S,14159
18615,CEMENT TANKER,18613
14814,CGI,14106
14815,STD,14106
14839,STD,14120
14899,STD,14157
14945,STD,14182
14891,STD,14152
14940,STD,14178
14890,STD,14151
14998,STD,14215
14974,STD,14201
14977,STD,14204
14936,ELEGANCE,14176
14859,STD,14132
14827,STD,14112
14967,STD,14194
14840,STD,14121
14932,STD,14172
14971,STD,14198
14972,STD,14199
14828,STD,14113
14997,STD,14214
14871,STD,14138
14956,STD,14189
14991,STD,14210
14858,STD,14131
14964,STD,14192
14987,STD,14208
14969,STD,14196
14830,STD,14115
14869,STD,14137
14870,SHOOTING BRAKE,14137
14887,STD,14148
24867,AMG,14148
14812,SHOOTING BRAKE,14105
14813,STD,14105
14918,STD,14166
24424,STD,23416
14979,EDITION 1,14206
14980,SHOOTING BRAKE,14206
14981,STD,14206
14982,S,14206
24108,TITANIUM,18064
24807,PLATINUM,18064
23902,PRESTIGE,18064
14905,STD,14160
14906,AVANTGARDE,14160
14907,ELEGANCE,14160
14908,KOMPRESSOR,14160
19961,AMG,14160
20753,PREMIUM,14160
14876,STD,14141
14897,STD,14155
14910,STD,14162
14911,AVANTGARDE,14162
14912,ELEGANCE,14162
14913,AMG,14162
14914,AMG SPORT,14162
14894,AVANTGARDE,14154
14895,STD,14154
14896,ELEGANCE,14154
14959,ELEGANCE AMG,14191
14960,AVANTGARDE SPORT,14191
14961,STD,14191
14962,BUSINESS EDITION,14191
14963,ELEGANCE,14191
20911,AMG,14191
14995,CDI,14213
14996,STD,14213
14864,STD,14136
14865,SPORTS,14136
14866,ELEGANCE SPORTS,14136
14867,4MATIC,14136
14868,AVANTGARDE SPORTS,14136
15027,STD,14233
24330,AVANTGARD,14233
14921,SPORTS,14168
14922,STD,14168
14923,AVANTGARDE SPORTS,14168
14924,4MATIC,14168
14925,AMG,14168
15023,STD,14229
21254,STD,21253
14919,STD,14167
14920,S,14167
26285,STD,19127
14892,SWB ,14153
14893,STD,14153
23714,4X4,14153
14934,STD,14174
14973,STD,14200
14900,STD,14158
24020,FIN/AL EDITION,14158
14834,STD,14117
14835,LUXURY,14117
14809,STD,14103
14810,GRAND  EDITION,14103
14829,STD,14114
15025,STD,14231
15029,STD,14235
23621,ACTIVITY,14235
14888,STD,14149
24117,AMG,14149
25088,EXECUTIVE,14149
15031,AMG,14237
14860,AMG,14133
14999,STD,14216
15000,S,14217
15026,STD,14232
14942,TOP,14180
14943,STD,14180
14941,GE,14179
14873,AMG PACK,14140
14874,TOP,14140
14875,STD,14140
21348,STD,19668
14826,BRABUS,14111
14857,STD,14130
15032,STD,14238
15005,AMG KIT,14222
15006,STD,14222
14831,STD,14116
14832,AMG LUXURY,14116
14833,CLASSIC,14116
15001,STD,14218
14889,STD,14150
15004,STD,14221
15024,STD,14230
14944,STD,14181
14978,STD,14205
14808,STD,14102
14957,AMG,14190
14958,STD,14190
14848,STD,14125
14811,STD,14104
14898,STD,14156
14935,STD,14175
14825,STD,14110
15002,STD,14219
15019,LWB,14227
15020,BUSINESS EDITION,14227
14879,LWB,14144
14880,STD,14144
14927,AMG,14170
14928,LWB,14170
14929,STD,14170
14855,STD,14129
14856,AMG,14129
14916,STD,14164
25133,SUV,17861
25549,AMG,25548
15007,LWB,14223
15008,LWB TOP,14223
15009,AMG PREMIUM,14223
15010,STD,14223
23636,E,14223
14992,STD,14211
14993,LWB,14211
15003,STD,14220
20682,STD,20681
14988,STD,14209
14989,BRABUS SV12R,14209
14990,LWB,14209
23640,MAYBACH PULLMAN,14209
24026,MAYBACH,14209
14847,STD,14124
23675,130 EDITION,14124
14877,STD,14142
24749,STD,23507
14909,SPORT,14161
14862,STD,14135
14863,AMG,14135
15028,STD,14234
14933,STD,14173
14915,STD,14163
14955,STD,14188
14854,STD,14128
14841,STD,14122
20590,STD,20589
14861,KOMPRESSOR,14134
21255,KOMPRESSOR,14134
14802,STD,14099
14994,STD,14212
14824,SPORT,14109
14807,STD,14101
14946,STD,14183
14953,SPORT,14187
14954,EDITION 1,14187
14872,STD,14139
14983,STD,14207
14984,772 S,14207
14985,ROADSTER,14207
14986,772 EDITION,14207
14821,GT,14108
14822,BLACK SERIES,14108
14823,STD,14108
18085,STD,18084
19316,STD,17939
24009,STD,17939
25408,STD,19972
14842,FUN,14123
14843,CDI,14123
14844,AVANTGARDE,14123
14845,TREND,14123
14846,AMBIENTE,14123
27321,STD,27320
15042,STD,14244
15045,STD,14247
15044,STD,14246
15043,PREMIER,14245
25004,PREMIER,23555
23928,STD,23555
16114,STD,14465
16110,STD,14462
16106,GRAND DELUXE,14460
16107,DELUXE,14460
16108,LUXURY,14461
16109,STD,14461
16112,GRAND DELUXE,14464
16113,STD,14464
16111,GRAND DELUXE,14463
15128,STD,14267
15129,CABRIO,14267
15130,PURE,14267
15131,SPRINT,14267
15133,STD,14269
15140,STD,14271
15127,STD,14266
15119,PACEMAN,14265
15120,STD,14265
15121,CABRIO,14265
15122,COUPE,14265
15123,HIGH SPEC,14265
15124,PACEMAN ALL4 JCW KIT,14265
15125,PACEMAN ALL4 BLACK NIGHT,14265
15126,PACEMAN ALL4,14265
15132,STD,14268
15114,ALL4,14264
15115,JCW KIT,14264
15116,ALL4 JCW KIT,14264
15117,STD,14264
15118,ALL4 KNIGHT EDITION,14264
15141,STD,14272
15134,COUNTRYMAN,14270
15135,STD,14270
15136,PACEMAN KNIGHT EDITION,14270
15137,COUPE,14270
15138,PACEMAN,14270
15139,COUNTRYMAN KNIGHT EDITION,14270
23840,CABRIO,14270
19856,STD,18538
15099,HIGHLINE,14258
15100,LOWLINE,14258
15101,MIDLINE,14258
19844,STD,14258
15109,GLX,14262
15110,GLX A\/W,14262
15111,GLX TOP,14262
19848,STD,14262
19859,STD,18654
15050,STD,14249
19836,STD,14249
19858,STD,18224
19862,STD,19005
15051,GT PREMIUM,14250
15052,GT SPYDER,14250
15053,GT,14250
15054,GS,14250
19837,STD,14250
23370,GLS MEDIUM LINE,23369
23371,GLS HIGH LINE,23369
23372,GLS MEDIUM LINE,23369
19864,STD,19669
19861,STD,18057
24311,LUXURY,18057
25135,STD,18057
19863,STD,19042
15112,GLS,14263
15113,GLX,14263
19849,STD,14263
19860,STD,17833
24422,HT SWB,17833
24673,HT SLWB,17833
15046,GLS,14248
15047,ES SUNROOF,14248
15048,GTS,14248
15049,ES,14248
19835,STD,14248
15103,STD,14260
19846,STD,14260
15059,GL,14252
19839,STD,14252
25930,GLX,14252
25937,GL TOP,14252
25941,GLX TOP,14252
25954,GL MID,14252
19850,STD,17796
24678,PLATINUM,17796
24912,PRESTIGE,17796
15095,GLX HIGHLINE,14257
15096,GLX MID,14257
15097,EVO VIII,14257
15098,EVO IX,14257
15089,GL,14257
15090,GLX LOWLINE,14257
15091,EVO X,14257
15092,GS,14257
15093,GL TOP,14257
15094,GLX TOP,14257
19843,STD,14257
19857,STD,18199
25488,LIMITED,18199
25489,TOURING L PLUS,18199
25490,TOURING L,18199
15104,GLS,14261
15105,GLX HIGHLINE,14261
15106,GLX,14261
15107,GT,14261
15108,GLX LOWLINE,14261
18557,GLS,14261
19847,STD,14261
19852,STD,18158
25060,GLS,23447
25099,LUXE SENSORY,18158
15055,GLX TOP,14251
15056,GLX BASIC +,14251
15057,GLX BASIC,14251
15058,GLX MID,14251
19838,STD,14251
18568,GLX MIDLINE,18233
19854,STD,18233
24341,GLS SUPER HL,18233
24560,GLS HIGHLINE,18233
24894,GLS PREMIUM,18233
15102,GLS,14259
19845,STD,14259
15060,GLS FABRIC HL,14253
15061,GLS FABRIC HL TOP,14253
15062,GLX HIGHLINE LEATHER,14253
15063,GLS LTH HL,14253
15064,GLX,14253
15065,GLX FABRIC,14253
15066,GLS LTH HL TOP,14253
15067,GLX HIGHLINE FABRIC,14253
15068,GLS FABRIC,14253
19840,STD,14253
15069,GLS HL LTH MID,14254
15070,GLS HL FAB,14254
15071,GLS MIDLINE S\/R,14254
15072,GLS HIGHLINE,14254
15073,GLS LOWLINE,14254
15074,GLS HIGHLINE TOP,14254
15075,GLS  HL LTH TOP,14254
15076,GLS MIDLINE,14254
15077,ROCKFORD ELITE,14254
15078,GOLD,14254
15079,GL,14254
15080,GLS HL LTH,14254
15081,GLS LL TOP,14254
15082,DIAMOND,14254
15083,ROCKFORD,14254
15084,PLATINUM,14254
19841,STD,14254
15088,STD,14256
15085,HIGHLINE,14255
15086,LOWLINE,14255
15087,MIDLINE,14255
19842,STD,14255
19851,STD,18048
19855,STD,17914
24988,STD,17914
19853,STD,18197
16136,STD,14479
16137,STD,14480
16135,SUPERSPORTS,14478
16134,2 SEATER,14477
24761,STD,23438
16138,2 SEATER,14481
20050,STD,18323
20366,STD,17832
23669,STD,17832
15216,STD,14290
15255,MID,14299
15256,Roadster,14299
15257,STD,14299
15258,N/AVIGATION,14299
25993,NISMO,14299
15269,STD,14302
15270,S T2,14302
15271,SL,14302
15272,S T1,14302
15273,EXCLUSIVE,14302
15274,SE,14302
15275,S T2 TOP,14302
15276,S,14302
15277,SV,14302
15252,PLATINUM,14298
15253,SE,14298
15254,LE,14298
18715,STD,18045
24195,STD,17801
26528,LWB,26142
26838,STD,26142
20006,STD,18142
24240,STD,17913
15241,VVIP,14296
15242,BLACK EDITION,14296
15243,SPORT,14296
15244,PREMIUM,14296
15259,SL LTH,14300
15260,S,14300
15261,SL TURBO,14300
15262,SL W\/SR,14300
20348,SV,20347
21308,S,20347
21309,SL,20347
15235,SR TOP,14294
15236,S,14294
15237,SV,14294
15238,SR,14294
15239,STD,14294
23766,SR MIDNIGHT,14294
15263,SV,14301
15264,S,14301
15265,SL,14301
15266,SV +,14301
15267,SL +,14301
15268,SL PREMIUM,14301
19976,STD,18032
24823,ROYAL,18076
15217,LE,14291
15218,STD,14291
15219,SL,14291
20267,STDN,17811
25676,SE CSF,23419
25677,S ASF,23419
24558,PREMIUM,17811
24959,STD,17811
25121,ECO,17811
26839,SE CPR,23419
23695,LIMITED,17811
15203,S,14288
15204,SV,14288
15205,LE,14288
15206,SE T1,14288
15207,SL,14288
15208,LE N/AV.,14288
15209,SE,14288
15210,XE,14288
15211,SE T2,14288
23368,CLASSIC XE,14288
15181,SE T2 LEATHER,14287
15182,LE PLATINUM CITY VVIP,14287
15183,HT SAFARI,14287
15184,SUPER SAFARI T2,14287
15185,HT SAFARI SR,14287
15175,SAFARI T1,14287
15176,LE T3,14287
15177,LE T3 W\/O FES,14287
15178,LE PLATINUM CITY,14287
15179,SE T3 DVD,14287
15180,LE T1,14287
15196,SUPER SAFARI T3,14287
15197,SE T1,14287
15198,SE PLATINUM CITY,14287
15199,XE T1,14287
15200,SAFARI T2,14287
15201,HT GL,14287
15202,LE PLATINUM,14287
15186,LE T2,14287
15187,SE T2,14287
15188,GL,14287
15189,LE T3 CITY 60TH ANNIVERSARY,14287
15190,LE T3 CITY VERSION,14287
15191,SE T3 60TH ANNIVERSARY,14287
15192,SUPER SAFARI T1,14287
15193,SE T3 LIMITED EDITION,14287
15194,SE T3,14287
15195,STD,14287
19964,LE T2 TITANIUM,14287
20409,NISMO,14287
20891,LE T2 Titanium,14287
24952,SUPER SAFARI,14287
23877,LE TITANIUM CHROME,14287
25996,SGL,25921
15283,STD,14304
24193,GTS,17810
15212,LE T1,14289
15213,LE T2,14289
15214,SE,14289
15215,S,14289
20012,STD,20011
27316,STD,19706
15278,SL PREMIUM,14303
15279,SL,14303
15280,SV SPORT,14303
15281,SV,14303
15282,S,14303
25932,S LIMITED EDITION,14303
25943,SV LIMITED EDITION,14303
15165,CLASSIC,14286
15166,CLASSIC SG,14286
15167,STD,14286
15168,SE,14286
15169,PE,14286
15170,CLASSIC EX  SALOON,14286
15171,SL,14286
15172,SV COMFORT,14286
15173,S,14286
15174,SV,14286
24497,SE PLUS,14286
23628,F SPORT,17795
15224,SE,14293
15225,S PWR OPTS,14293
15226,SL PWR OPTS,14293
15227,SL PWR+ABS,14293
15228,SV,14293
15229,SL PLUS,14293
15230,S,14293
15231,SL ABS A\/W,14293
15232,SL PWR+S\/R,14293
15233,SL ABS,14293
15234,S PWR+ABS,14293
15240,STD,14295
25449,STD,25448
15220,X,14292
15221,S,14292
15222,SE,14292
15223,S Off Road,14292
15245,SE T2,14297
15246,SE T1,14297
15247,XE 4WD,14297
15248,S,14297
15249,XE 2WD,14297
15250,SL,14297
15251,SV,14297
23391,STD,23390
15300,GLAM,14309
15289,STD,14307
15290,GTC N/AVIGATION,14308
15291,SPORT OPC LINE,14308
15292,OPC LEATHER,14308
15293,ENJOY,14308
15294,GTC SPORT,14308
15295,OPC,14308
15296,GTC,14308
15297,COSMO OPC LINE,14308
15298,COSMO,14308
15299,COSMO DRIVER PACK,14308
24333,INNOVATION 5PC,14308
24653,DYN/AMIC SBO,14308
23945,DYN/AMIC RSE,14308
15301,STD,14310
24697,INNOVATION,14310
15302,COLOR EDITION,14311
15303,ENJOY,14311
15304,ESSENTIA,14311
15305,ESSENTIA A\/W,14311
15306,OPC,14311
24714,ESSENTIA PLUS,14311
15310,COSMO,14313
15311,OPC,14313
15312,SPORT,14313
15313,EDITION,14313
15314,COSMO OPC LINE,14313
24325,OPC LINE,14313
24736,EDITION PLUS,14313
25034,SPORT TOURER,14313
15287,ENJOY,14306
15288,ENJOY S\/R,14306
15284,ENJOY,14305
15285,COSMO,14305
15286,COSMO LEATHER,14305
24367,STD,17859
15307,STD,14312
15308,COSMO LEATHER,14312
15309,COSMO,14312
16131,STD,14475
16132,CINQUE,14476
16133,F,14476
25176,STD,17890
15348,ONELINE,14322
15349,XS,14322
15350,BASE,14322
15351,CC,14322
15317,CC SPORT2 LTH,14315
15318,ACTIVE,14315
15319,TRENDY,14315
15320,URBAN,14315
15321,SPORTIUM,14315
15322,ALLURE,14315
15323,PREMIUM,14315
15324,CC SPORT1,14315
15325,RC TURBO,14315
15326,GT,14315
15380,GT LINE,14330
15381,ACTIVE,14330
15382,ACTIVE PLUS,14330
15383,ALLURE,14330
25163,ACCESS,14330
15374,ACCESS,14328
15375,ALLURE,14328
15376,ACTIVE,14328
15327,XSI,14316
15328,XT,14316
15329,CC,14316
15357,CC PREMIUM,14325
15358,COMFORT PACK,14325
15359,ACCESS,14325
15360,ALLURE,14325
15361,SPORTIUM,14325
15362,ACTIVE,14325
15363,COMFORT,14325
15364,CC FELINE N/AV,14325
15365,GT LINE,14325
15366,PREMIUM,14325
15367,PREMIUM PACK,14325
15368,CC FELINE,14325
15369,FELINE,14325
15370,CC SPORT,14325
15352,V6,14323
15353,PREMIUM,14323
15354,PREMIUM PACK GPS,14323
15355,CONFORT,14323
15384,ACTIVE PLUS,14331
15385,ACTIVE,14331
15386,ACCESS,14331
15341,ACTIVE,14320
15342,ALLURE,14320
15343,ACCESS,14320
23767,GT LINE,14320
15356,STD,14324
15338,ACTIVE,14319
15339,ALLURE,14319
15340,ALLURE SR,14319
15315,STD,14314
15316,PREMIUM,14314
24318,ALLURE,14314
23775,ACTIVE,14314
23845,GT LINE,14314
15335,STD,14318
15336,PREMIUM W\/VIDEO PACK,14318
15337,PREMIUM,14318
24214,GT LINE,14318
24467,ALLURE,14318
23832,ACTIVE,14318
15371,STD,14326
15330,PREMIUM,14317
15331,BREAK COMFORT,14317
15332,PREMIUM PACK,14317
15333,FELINE,14317
15334,COMFORT,14317
15377,L1H1,14329
15378,L4H3,14329
15379,L2H2,14329
15372,STD,14327
15373,COMBI,14327
15344,ATP,14321
15345,SPORT,14321
15346,SPORT N/AVIGATION,14321
15347,STD,14321
15422,GT3RS,14337
15423,TURBO,14337
15424,TARGA,14337
15425,CARRERA 4 BLACK EDITION,14337
15426,TARGA 4S,14337
15427,CARRERA 4GTS,14337
15428,GT2,14337
15429,CARRERA 4S,14337
15430,TARGA 4GTS,14337
15431,CARRERA S,14337
15432,CARRERA,14337
15433,GT3,14337
15434,CARRERA 4,14337
15435,CARRERA GTS,14337
15436,TURBO S,14337
15437,50th ANNIVERSARY EDITION,14337
15438,CARRERA BLACK EDITION,14337
15439,TARGA 4,14337
15440,GT2 RS,14337
24054,CARRERA T,14337
15410,SPYDER,14335
15411,SPYDER WEISSACH,14335
20610,STD,20609
20611,S,20609
25389,STD,25388
25390,S,25388
15387,STD,14332
15402,S,14334
15403,GTS,14334
15404,BLACK EDITION,14334
15405,STD,14334
15406,DESIGN EDITION 2,14334
15407,SPYDER,14334
15408,S BLACK EDITION,14334
15409,RS SPYDER,14334
24098,STD,17941
15441,STD,14338
15412,GTS,14336
15413,PLATINUM EDITION,14336
15414,TURBO S,14336
15415,S HYBRID,14336
15416,STD,14336
15417,DIESEL,14336
15418,TURBO,14336
15419,DIESEL PLATINUM EDITION,14336
15420,S DIESEL,14336
15421,S,14336
24316,S DIESEL PLATINUM EDITION,14336
24666,S PLATINUM EDITION,14336
25020,S E-HYBRID PLATINUM EDITION,14336
15442,STD,14339
15443,R,14339
15444,GT4,14339
15445,S,14339
15446,GTS,14339
15447,TURBO,14340
15448,S DIESEL,14340
15449,S,14340
24109,TURBO PERFORMANCE PACK,14340
24618,GTS,14340
24782,STD,14340
15388,S,14333
15389,4S,14333
15390,4,14333
15391,STD,14333
15392,4S EXECUTIVE,14333
15393,TURBO S EXECUTIVE,14333
15394,TURBO,14333
15395,TURBO EXECUTIVE,14333
15396,4 EDITION,14333
15397,S HYBRID,14333
15398,DIESEL,14333
15399,GTS,14333
15400,TURBO S,14333
15401,EDITION,14333
24355,TURBO S E-HYBRID,14333
24509,4 SPORT TURISMO,14333
24705,TURBO S E-HYBRID SP TURISMO,14333
24909,4 E-HYBRID EXECUTIVE,14333
24979,4 E-HYBRID SPORT TURISMO,14333
25003,4 E-HYBRID,14333
23657,TURBO SPORT TURISMO,14333
23703,4 EXECUTIVE,14333
23880,TURBO S E-HYBRID EXECUTIVE,14333
23926,4S SPORT TURISMO,14333
16117,MIDLINE,14468
16118,BASELINE,14468
16119,MIDLINE,14469
16120,BASELINE,14469
16116,MIDLINE,14467
23641,STD,17940
16147,SLT URBAN CRUISER,14484
16148,SLT RAID,14484
16149,SLT LOW RIDER,14484
16150,SLT POWER WAGON,14484
16151,SLT CREW RAID,14484
16152,SLT QUAD,14484
16153,SLT,14484
16154,LARAMIE,14484
16155,SLT QUAD RAID,14484
16156,SLT SPORT,14484
16157,SLT CREW,14484
25718,LONGHORN CREW,14484
24106,SPORT,14484
24146,SLT HIGHLINE,14484
24231,SLT LX BIG HORN,14484
24561,REBEL,14484
24990,ST RAID,14484
23600,ST,14484
23626,ST QUAD,14484
16159,LARAMIE,14486
16158,CREW,14485
15452,SE,14342
15453,PE,14342
15454,LE,14342
19306,STD,14342
15479,RS 200,14350
15480,SPORT,14350
15481,CLASSIC,14350
15482,RS 172,14350
15483,RS 197,14350
15484,CAMPUS,14350
15485,RS 182,14350
15486,V6,14350
15487,STD,14350
20614,STD,19731
15459,SE,14346
15460,SE+,14346
15461,PE,14346
19307,STD,14346
24996,LE,14346
23724,LE LTH,14346
15488,TURBO,14351
19310,STD,14351
19315,STD,19220
15462,LE PLUS,14347
15463,SE,14347
15464,LIMITED SPORT,14347
15465,LE,14347
15466,PE,14347
19308,STD,14347
15499,STD,14356
19312,STD,17912
15467,PE,14348
15468,SE,14348
15469,MID,14348
15470,LE,14348
19309,STD,14348
15456,TURBO,14344
