ID,NAME,VEH_TYPE_ID
16939,LIMITED BLACKTOP,13869
16940,EXPRESS PLUS,13869
16941,STD,13869
16942,LIMITED,13869
16943,SLT,13869
16944,SXT,13869
16945,CREWLUXE,13869
16946,CITADEL,13869
16947,SLT LTH,13869
16948,CITADEL w\/o N/AV,13869
16949,CREW PLUS,13869
24203,SXT HIGHLINE,13869
24315,GT,13869
24908,SXT PLUS,13869
23676,SXT EXCLUSIVE,13869
16989,STD,13874
16999,STD,13878
24169,SXT HIGHLINE,13878
24712,SE,13878
25116,SXT PLUS,13878
23578,SXT,13878
16984,SE,13873
16985,SXT,13873
16986,LIMITED,13873
16987,R\/T,13873
16988,ST,13873
16991,SRT 10,13876
16992,QUAD CAB,13876
16993,LARAMIE CREW CAB,13876
16990,SRT10,13875
24090,GTS,13875
24172,GTC,13875
24314,SRT,13875
23686,GT,13875
23959,ACR,13875
24925,75D,17976
25095,P100D,17976
23586,60D,17976
24047,90D,17976
24455,MOMENTUM,18089
25046,INSCRIPTION,18089
17025,GTS,13893
17002,F1 SCAGLIETTI,13881
17023,STD,13891
17000,STD,13879
17010,SPIDER,13887
17011,STD,13887
17012,SPECIALE,13887
17013,STD,13888
17014,HIGH SPEC,13888
17008,STD,13885
17001,STD,13880
17021,T,13890
17022,STD,13890
17006,BERLINETTA,13883
17015,F1,13889
17016,SPIDER 16M,13889
17017,SPYDER,13889
17018,STD,13889
17019,F1 SPYDER,13889
17020,SCUDERIA,13889
21289,SCUDERIA SPIDER 16M,13889
17024,STD,13892
17009,STD,13886
17003,F1 GTB,13882
17004,GTO,13882
17005,STD,13882
17007,STD,13884
25936,STD,25923
17031,LOUNGE LTH SR AW,13897
17032,SPORT GT,13897
17033,GUCCI,13897
17034,ABARTH 695 TIBUTO MASERATI,13897
17035,ABARTH 695 TRIBUTO FERRARI,13897
17036,GUCCI CONVERTIBLE,13897
17037,POP,13897
17038,SPORT,13897
17039,STEALTH,13897
17040,LOUNGE,13897
17041,LOUNGE LTH,13897
21470,ABARTH 595 COMPETIZIONE,13897
25280,ABARTH 695 RIVALE,13897
17030,TREKKING LOUNGE,13896
17027,POPSTAR,13895
17028,LOUNGE,13895
17029,CROSSPLUS,13895
17042,STD,13898
17026,STD,13894
17043,DYN/AMIC,13899
16130,STD,14474
20833,STD,20308
17154,LX,13917
20474,STD,17981
24068,PLATINUM,17981
17131,TREND,13912
17132,TITANIUM,13912
17133,AMBIENTE,13912
17051,SE,13901
17052,LIMITED,13901
17053,SEL LTH,13901
17054,LIMITED TOP,13901
17055,SPORT,13901
17056,SEL PLUS,13901
17057,SEL,13901
27317,TITANIUM,13901
27318,TITANIUM TOP,13901
17123,S,13911
17124,SEL,13911
17125,TITANIUM,13911
17126,XLT,13911
17127,SE LEATHER,13911
17128,TITANIUM X,13911
17129,XLT LEATHER,13911
17130,XLS,13911
17122,SE,13911
17159,STD,13920
17075,LTD,13905
17076,EDDIE BAUER,13905
17077,XL,13905
17078,XLT LTH TOP,13905
17079,XLT,13905
17080,XLT LTH,13905
17081,KING RANCH,13905
17082,PLATINUM,13905
16668,LTD,13906
16669,PLATINUM,13906
16670,EDDIE BAUER,13906
16671,XLT,13906
16672,XLT  LTH,13906
16673,XL  CLTH,13906
16674,KING RANCH,13906
17134,SPORT LEATHER,13913
17135,XLT  LTH,13913
17136,XLT,13913
17137,STD,13913
17138,XLS,13913
17139,LTD,13913
17140,LTD TOP,13913
17141,EDDIE BAUER,13913
17118,XLT,13909
17119,LIMITED,13909
17084,SVT RAPTOR SUPER CREW CAB,13908
17085,LARIAT,13908
17086,LARIAT CREW CAB LUXURY PK,13908
17087,FX4 SUPER CAB LTH,13908
17088,FX4 SUPER CAB LUXURY PK,13908
17089,SVT RAPTOR SUPER CAB CLTH,13908
17090,STD,13908
17091,LARIAT SUPER CAB,13908
17092,KING RANCH,13908
17093,LARIAT CREW CAB LTHR KNG RCH,13908
17094,ROUSH SVT RAPTOR SUPER,13908
17095,SVT RAPTOR SUPER CREW CLTH,13908
17096,LARIAT SUP CAB LUX PK HI R,13908
17097,XLT REG CAB,13908
17098,SVT RAPTOR SUPER CAB,13908
17099,HARLEY  DAVIDSON,13908
17100,FX4 CREW CAB LUXURY PK,13908
17101,FX4 SUPER CAB CHROME ALY,13908
17102,FX4 CREW CAB LTHR,13908
17103,ROUSH XLT REG CAB,13908
17104,ROUSH SVT RAPTOR SUPER CREW,13908
17105,XLT SUPER CAB SPORT PK,13908
17106,PLATINUM,13908
17107,XLT REG CAB MOTOX BLACK ALY,13908
17108,XLT REG CAB MOTOX CHROME ALY,13908
17109,LARIAT CREW CAB PLATINUM,13908
17110,FX4 CREW CAB PLATINUM LUX PK,13908
17111,XLT CREW CAB CHROME PACK,13908
17112,FX4 SUPER CAB BLACK ALY,13908
17113,FX4,13908
17114,XL,13908
17115,XLT CREW CAB,13908
17116,XLT CREW CAB SPORT PK,13908
17117,FX4 SUPER CAB HI RIDER,13908
24118,LARIAT SUPER LUX+CHROME PK,13908
24274,KING RANCH CREW LUX PK,13908
24365,SVT RAPTOR SUPER CAB BASE,13908
24385,CREW SHELBY,13908
24521,LIMITED CREW CAB LUX PK,13908
24580,LARIAT SUPER LUX+SPORTS PK,13908
24689,LARIAT CREW LUX+CHROME PK,13908
25126,LARIAT CREW LUX+SPORTS PK,13908
23854,SVT RAPTOR CREW CAB LUX,13908
23872,SVT RAPTOR CREW CAB,13908
23925,SVT RAPTOR SUPER CAB LUX LTH,13908
23938,LIMITED SUPERCREW,13908
17120,XL  SRW,13910
17121,XL  DRW,13910
17158,XL,13919
17142,TITANIUM,13914
17143,TREND,13914
17144,STD,13914
17145,AMBIENTE,13914
17146,TREND STD,13914
17155,TREND,13918
17156,TREND A\/W,13918
17157,AMBIENTE,13918
17153,STD,13916
17172,SEL LTH,13922
17173,SE,13922
17174,SEL,13922
17175,TITANIUM,13922
17176,LTD,13922
17044,SPORT,13900
17045,SE,13900
17046,GHIA,13900
17047,AMBIENTE,13900
17048,ST,13900
17049,TITANIUM,13900
17050,TREND,13900
17083,STD,13907
17058,SEL,13902
17059,S,13902
17060,SE LTH,13902
17061,SE,13902
17062,SE TECH PK,13902
17063,SE TOP,13902
23878,TITANIUM,13902
17177,STD,13923
17070,ST 220,13904
17071,TREND,13904
17072,TITANIUM,13904
17073,TREND STD,13904
17074,STD,13904
17160,GT,13921
17161,SHELBY COBRA  GLASS ROOF,13921
17162,PREMIUM ACCENT GLASS ROOF,13921
17163,PREMIUM ACCENT TOP,13921
17164,STD,13921
17165,BOSS 302,13921
17166,PREMIUM ACCENT,13921
17167,ROUSH,13921
17168,PREMIUM 50YR PK,13921
17169,PREMIUM,13921
17170,ROUSH  GLASS ROOF,13921
17171,SHELBY COBRA,13921
21349,GT PREMIUM,13921
24535,SHELBY GT350,13921
17147,STD,13915
17148,XL,13915
17149,STD HIGH RIDER,13915
17150,HURRICANE,13915
17151,WILDTRAK,13915
17152,XLT HIGH RIDER,13915
17064,SHO TOP,13903
17065,SE,13903
17066,SEL,13903
17067,LTD TECHNO PACK,13903
17068,SHO,13903
17069,LTD,13903
23633,STD,18112
24752,STD,17842
24798,LIMITED,17842
24767,GS,23506
24858,GL,23481
23672,GS,23481
16173,GL,14498
16174,GS,14498
16175,GL,14499
16176,GS,14499
16171,GT,14497
16172,GS,14497
25962,STD,25828
25926,SPORTS,25922
24366,GS,23421
24927,GL,23421
24290,GL,23497
24747,GB,23497
26756,PLATINUM,25892
17211,DEN/ALI,13928
17212,SLT1,13928
17213,SLT2,13928
17214,SLE,13928
25279,SLE2,13928
24211,SLT1 ALL TERRAIN PK,13928
24914,FLAGSHIP,17954
23830,ELEGANCE,17954
23927,ADVANCE,17954
17215,DEN/ALI,13929
17216,SLE,13929
17217,SLT,13929
17218,STD,13929
24145,100D,17974
24600,90D,17974
23719,P100D,17974
23935,75D,17974
24286,PREMIUM LUXURY,17928
24447,LUXURY,17928
24733,PLATINUM,17928
25168,STD,17928
20446,STDN,18333
17191,1500 Z71 EXT CAB,13926
17192,1500 4WD EXT CAB AT LTHR,13926
17193,2500 SLE LONG BOX,13926
17194,3500 SLE,13926
17195,1500  Z71,13926
17196,3500,13926
17197,1500 Z71 4WD C\/CAB LT\/SR,13926
17198,2500 SLT,13926
17199,2500,13926
17200,1500,13926
17201,1500 SLE,13926
17202,2500 SLE,13926
17203,DEN/ALI,13926
17204,2500 4WD LONG BOX C\/CAB AT Z,13926
20249,1500 CREWCAB SLE Z71,13926
25270,2500 CREWCAB SLE Z71,13926
25274,3500 SLE LONG BOX,13926
25283,1500 CREWCAB SLT CHROME PK,13926
25288,1500 CREWCAB SLT TERRAIN PK,13926
25291,2500 CREWCAB DEN/ALI,13926
25292,3500 CREWCAB SLE LONG BOX,13926
24433,1500 CREWCAB SLT,13926
24773,1500 EXTCAB SLE Z71,13926
24995,1500 CREWCAB SLE Z71,13926
25089,1500 CREWCAB SLE,13926
23833,1500 REG/CAB SLE Z71,13926
23856,1500 EXT CAB SLT Z71,13926
21041,AT4,13926
17205,SLT,13927
17206,DEN/ALI,13927
17207,SLE2,13927
17208,STD,13927
17209,SLE,13927
17210,SLT2,13927
25273,SLE N/AV/PWR TAILGATE,13927
17185,DEN/ALI COOL BOX\/HF TAILGATE,13925
17186,DEN/ALI,13925
17187,SLE,13925
17188,DEN/ALI S\/R DVD\/N/AV,13925
17189,DEN/ALI PWR STEPS,13925
17190,SLT,13925
25290,SLT CHROME PACK,13925
25293,SLE CHROME PACK,13925
17178,DEN/ALI,13924
17179,DEN/ALI COOL BOX\/HF TAILGATE,13924
17180,DEN/ALI S\/R DVD\/N/AV,13924
17181,DEN/ALI PWR STEPS,13924
17182,SLT,13924
17183,DEN/ALI S\/R DVD\/N/AV PWR\/AS,13924
17184,SLE,13924
17221,ELITE,13931
17219,LUXURY,13930
17220,STD,13930
20729,STD,20728
19871,STD,17891
19434,STD,19433
19888,STD,19134
14948,STD,19225
18140,STD,18132
18133,STD,17856
20046,STD,17856
24025,LUXURY,17856
18141,STD,18081
17239,VTI L,13937
17240,VTI-E SE,13937
17241,EXI,13937
17242,EXI SE N/AVIGATION,13937
17243,VTI,13937
17244,VTI E,13937
17245,LTH,13937
17246,EX SPORT,13937
17247,LX LTD,13937
17248,CLOTH,13937
17249,EXI SE,13937
17250,LXI,13937
17251,TYPE R,13937
17252,LXI SE,13937
17253,DX,13937
17254,VTI SR AIR BAG ABS,13937
17255,VTI E SE,13937
17256,LX,13937
17257,EX,13937
17258,EX N/AVIGATION,13937
19949,EX PLUS,13937
19954,LX PLUS,13937
20751,SPORT,13937
21575,LX TURBO SPORT,13937
21576,TURBO SPORT,13937
21251,VXI,13937
21573,EX TURBO,13937
21574,LX TURBO,13937
17233,COUPE V6,13936
17234,EXI SE N/AVIGATION,13936
17235,EXI SE,13936
17236,STD,13936
17237,COUPE,13936
17238,EXI,13936
17278,TOURING,13942
17279,N/AVIGATION,13942
17280,STD,13942
24222,COMFORT,17919
24293,PREMIUM TECH,17919
25030,PREMIUM,17919
23589,SPORT,17919
17228,LXI,13934
17229,EXI,13934
17230,DX,13934
17231,BASE,13934
17267,VTI CLOTH,13940
17268,VTI LTH,13940
17269,TYPE R,13940
17270,EXI SR,13940
17271,EXI A\/W,13940
17272,VTI,13940
17273,SIR,13940
17274,LXI,13940
17275,EXI,13940
17276,EXI LTH,13940
19953,DX PLUS,13940
19958,DX,13940
20367,LX,13940
20431,EX,13940
20708,STD,13940
23358,LX SPORT,13940
23891,LX,13940
17281,RVI,13943
17282,EX,13943
17283,RVSI LTH,13943
17284,RVSI,13943
17285,EX LTH,13943
17286,LX,13943
20466,TOURING,13943
23620,TOURING,13943
23930,EX PLUS,13943
17232,BASE,13935
17288,EXI SR,13945
17289,LX,13945
17290,ES,13945
17291,LS,13945
17292,EXI,13945
25048,EX,13945
17277,STD,13941
17264,EXL,13939
17265,EX,13939
17266,LX,13939
17224,TOURING,13933
17225,EX,13933
17226,LX,13933
17227,EXL,13933
17222,EX,13932
17223,EXV,13932
17259,EX-D,13938
17260,EX,13938
17261,TOURING,13938
17262,EX-L,13938
17263,EX-C,13938
17287,STD,13944
24417,SI,23503
24691,SI-L,23503
24790,ES,23503
23905,LS,23503
24001,BASE,23503
20568,STD,18954
17295,STD,13947
17296,LUXURY,13947
17293,STD,13946
17294,ALPHA V8,13946
20047,STD,18238
19926,STD,18639
17312,GLS,13952
17313,GL,13952
17314,GL MID,13952
17315,GLS  TOP,13952
17316,GL TOP,13952
19910,STD,13952
19923,STD,17860
23762,STYLE,17860
19934,STD,19273
17297,STD,13948
17341,GLS,13959
17342,GLS  MID,13959
17343,GLS TOP,13959
19915,STD,13959
25093,GL,13959
19937,STD,19262
17307,GLS,13951
17308,ROYAL,13951
17309,GLS VIP,13951
17310,ROYAL+,13951
17311,ROYAL LIMOUSINE,13951
19909,STD,13951
19873,STD,18047
25157,STD,18047
17365,GLS,13966
19919,STD,13966
17334,GL,13957
17335,GLS,13957
17336,GL TOP,13957
17337,GLS LTH,13957
19914,STD,13957
17327,GL MID,13955
17328,GLS TOP,13955
17329,GLS,13955
17330,GL TOP,13955
17331,GL,13955
19912,STD,13955
19925,STD,18336
19935,STD,19831
19929,STD,18676
17359,STD,13963
17373,GLS TOP AIR SUS,13970
17374,GLS MID,13970
17375,PRADA,13970
17376,GLS TOP,13970
17377,ROYAL,13970
17378,GLS,13970
17379,PLATINUM,13970
17380,PRESTIGE,13970
19921,STD,13970
24517,CLASS,13970
17371,STD,13969
17372,GLS MAVIGATION,13969
24251,GLS N/AVIGATION+REAR CAMERA,13969
17389,STD,13973
17390,GL,13973
17317,GLS,13953
17318,GL TOP,13953
17319,GL,13953
17320,GL MID,13953
19911,STD,13953
17386,GLS TOP,13972
17387,GL,13972
17388,GLS,13972
19922,STD,13972
17351,GLS,13961
17352,GL,13961
17353,GL TCI,13961
17354,GL CRDi,13961
17355,GLS ABS A\/W,13961
19917,STD,13961
19936,STD,19295
19932,STD,18616
19939,STD,19233
19924,STD,18086
24492,S,18086
24571,R-DYN/AMIC HSE,18086
23837,SE,18086
24022,R-DYN/AMIC SE,18086
17304,STD,13950
17305,GLS,13950
17306,GL,13950
17332,GL,13956
17333,GLS,13956
19913,STD,13956
17356,GLS,13962
17357,GL,13962
17358,STD,13962
17362,GLS,13965
17363,GLS TOP,13965
17364,GL,13965
19918,STD,13965
25657,GLS,25656
25658,GL,25656
17338,GL,13958
17339,GLS,13958
17340,STD,13958
19931,STD,18577
19938,STD,19773
17321,STD,13954
17322,GL TOP,13954
17323,GLS,13954
17324,GLS MID,13954
17325,GL,13954
17326,GLS TOP,13954
19933,STD,19267
17298,GL,13949
17299,GL TOP,13949
17300,GL MID,13949
17301,GLS TOP,13949
17302,GLS,13949
17303,GL A\/W,13949
19908,STD,13949
25971,TURBO,13949
17366,STD,13967
17367,TOP,13967
17360,TOP,13964
17361,STD,13964
17344,GL,13960
17345,GL SR,13960
17346,GLS TOP,13960
17347,GLS,13960
17348,GL TOP,13960
17349,GL 4x2,13960
17350,GL A\/W,13960
19916,STD,13960
19930,STD,18759
19928,STD,17854
25053,ELITE,17854
17381,STD,13971
17382,MID,13971
17383,TURBO,13971
17384,TOP N/AVIGATION,13971
17385,TOP,13971
20570,GLS,13971
24448,TURBO GLS,13971
24615,GLS N/AVIGATION,13971
23700,GLS SR,13971
17368,GL,13968
17369,GLS,13968
17370,GLS TOP,13968
19920,STD,13968
19927,STD,18755
27558,STD,27557
17416,LUXURY,13986
24247,EXCELLENCE T2,13986
17395,JOURNEY,13976
17396,STD,13976
17445,LUXURY,13997
17446,EXCELLENCE,13997
17447,STD,13997
17437,STD,13993
17402,STD,13979
17448,VETTEL EDITION,13998
17449,SPORT LUXURY,13998
17438,STD,13994
17439,LUXURY,13994
17440,EXECLLENCE,13994
17400,TOP,13978
17401,STD,13978
17428,LUXURY SPORT,13991
17429,LUXURY GRADE,13991
17430,LUXURY RED,13991
17431,STD,13991
17432,EXCELLENCE,13991
25000,35 TFSI 35 SPORT S-LINE,17994
24030,35 TFSI SPORT,17994
17415,STD,13985
17419,LUXURY,13988
17420,COMFORT,13988
17421,PREMIUM,13988
17391,STD,13974
17392,LUXURY,13975
17393,EXCELLENCE,13975
17394,SPORT,13975
17444,STD,13996
17417,SPORT,13987
17418,LUXURY,13987
25469,PREMIUM TECH,25468
25470,COMFORT,25468
25471,PREMIUM,25468
25472,SPORT,25468
17414,STD,13984
17406,SPORT+TECH+LUXURY,13981
17407,PREMIUM SPORT,13981
17408,SPORT,13981
17409,PREMIUM,13981
17410,PREMIUM LUXURY TECH,13981
17411,PREMIUM LUXURY,13981
24219,LUXE SR,13981
24743,RED SPORT,13981
24771,LUXE SR PRO ACT,13981
23990,LUXE,13981
17412,SPORT,13982
17425,LUXURY RED,13990
17426,LUXURY,13990
17427,LUXURY SPORT,13990
23689,RED SPORT TECH,13990
24004,PREMIUM LUXE,13990
17403,LUXURY,13980
17404,SPORTS,13980
17405,EXCELLENCE,13980
17450,STD,13999
17413,LUXURY,13983
25928,AUTOGRAPH,13983
25931,LUXE ESSENTIAL,13983
25933,LUXE SENSORY,13983
25960,LUXE,13983
17433,TOP,13992
17434,EXCELLENCE,13992
17435,LUXURY CHROME,13992
17436,LUXURY,13992
17422,PREMIUM,13989
17423,LUXURY,13989
17424,COMFORT,13989
17397,SPORT PACK,13977
17398,LUXURY,13977
17399,EXCELLENCE,13977
24250,LIMITED,13977
17451,ELITE SPORT,14000
17452,SPORT LUXURY,14000
17441,LUXURY 8ST,13995
17442,LUXURY 7ST,13995
17443,STD,13995
24124,EXCELLENCE,13995
24173,LUXURY PROACTIVE,13995
21553,STD,17972
25006,LUSSO,17972
24551,INSCRIPTION,17955
23709,MOMENTUM,17955
17453,STD,14001
18063,STD,17813
24825,AMG,17813
24097,MAYBACH,18083
20628,STD,18234
20469,STD,20468
24317,SUPER,18044
24762,STD,18044
16168,STD,14494
23638,LUXURY,14494
16167,STD,14493
23680,LUXURY,14493
17471,STD,14005
17472,V8 S,14005
17473,R,14005
17474,S,14005
24343,SVR,14005
24383,R- DYN/AMIC,14005
24768,BRITISH DESIIGN EDITION,14005
23985,R AWD,14005
17469,STD,14004
17470,SUPERCHARGED,14004
17466,SOVEREIGN,14003
17467,SPORT PREMIUM,14003
17468,SE,14003
17490,PURE,14011
17491,S,14011
17492,PORTFOLIO,14011
17493,PRESTIGE,14011
17494,R-SPORT,14011
17475,PREMIUM LUXURY,14006
17476,SE,14006
17477,SE PLUS,14006
17478,STD,14006
17479,PORTFOLIO,14006
17480,SUPERCHARGE,14006
17481,R-S,14006
17482,SUPERCHARGER,14006
17483,SPORTS EDITION,14006
17484,LUXURY,14006
17485,R,14006
20950,R-SPORT,14006
24175,PURE S,14006
24440,PRESTIGE,14006
24570,SPORTBRAKE R-SPORT,14006
24583,PURE,14006
25125,S,14006
17488,STD,14009
17454,SUPERCHARGED PORTFOLIO,14002
17455,SUPERCHARGE,14002
17456,STD,14002
17457,SOVEREIGN,14002
17458,LONDON LIMITED EDITION,14002
17459,EXECUTIVE EDITION,14002
17460,SUPERSPORT,14002
17461,SUPERCHARGER,14002
17462,LUXURY,14002
17463,PORTFOLIO,14002
17464,PREMIUM LUXURY,14002
17465,R,14002
24504,PORTFOLIO LWB,14002
24548,R-SPORT,14002
24644,R LWB,14002
24682,S,14002
25171,AUTOBIOGRAPHY LWB,14002
23581,PREMIUM LUXURY LWB,14002
24008,LUXURY LWB,14002
24028,R-SPORT LWB,14002
17495,PORTFOLIO,14012
17496,SUPERCHARGE,14012
17497,STD,14012
17489,STD,14010
17486,STD,14007
17487,STD,14008
25613,STD,19544
17539,LATITUDE,14017
17540,LIMITED TOP,14017
17541,SPORT,14017
17542,TRAILHAWK,14017
17543,LIMITED,14017
17544,SPORT TOP,14017
17545,LONGITUDE,14017
25949,LONGITUDE PLUS,14017
24450,SPORT X,14017
23780,SPORT LX,14017
17551,LIMITED,14019
17552,BASE,14019
17553,LAREDO,14019
17554,OVERLAND N/AV,14019
17555,OVERLAND,14019
17511,SPORT,14015
17512,LIMITED,14015
24468,TRAILHAWK,14015
24897,NORTH,14015
25059,LONGITUDE,14015
17513,LIMITED PLUS 2,14016
17514,ALTITUDE,14016
17515,LIMITED,14016
17516,SRT8,14016
17517,LAREDO TITANIUM,14016
17518,LIMITED PLUS,14016
17519,SRT8 VAPOR,14016
17520,LIMITED+,14016
17521,LAREDO LUXURY GP,14016
17522,SUMMIT,14016
17523,LIMITED FLEET,14016
17524,SRT8 ALPINE,14016
17525,LAREDO,14016
17526,LIMITED EXCLUSIVE,14016
17527,SRT8 PLUS MM,14016
17528,SRT8 REDLINE,14016
17529,LIMITED 2,14016
17530,SUMMIT MM,14016
17531,SRT8 MM,14016
17532,LIMITED MM,14016
17533,OVERLAND MM,14016
17534,LAREDO 65TH ANN,14016
17535,OVERLAND,14016
17536,OVERLAND PLUS,14016
17537,SRT8 PLUS,14016
17538,LAREDO PLUS,14016
24077,LIMITED 25TH ANN,14016
24152,NIGHT EAGLE,14016
24326,BLACKLINE,14016
24638,LAREDO ALPINE,14016
24655,LIMITED HIGHLINE,14016
24975,EXCLUSIVE,14016
24982,LIMITED S/R,14016
25129,SUMMIT PLATINUM,14016
23681,LIMITED 75TH,14016
23842,LAREDO EXCLUSIVE,14016
23967,TRACKHAWK,14016
24038,TRAILHAWK,14016
17498,SPORT,14013
17499,LOWLINE,14013
17500,LIMITED,14013
17546,LIMITED PLUS,14018
17547,LONGITUDE,14018
17548,LIMITED PLUS BLACKTOP,14018
17549,TRAILHAWK,14018
17550,LIMITED BLACKTOP,14018
24572,SPORT,14018
24696,LONGITUDE MASTER,14018
24781,LX,14018
25061,LX MASTER,14018
17556,SPORT RENEGADE II,14020
17557,MOUNTAIN,14020
17558,RUBICON,14020
17559,SAHARA,14020
17560,SPORT S\/T,14020
17561,SAHARA  PLUS,14020
17562,SPORT MOHAWK,14020
17563,RUBICON X,14020
17564,SPORT TRAILHAWK II,14020
17565,SPORT,14020
17566,SPORT RENEGADE,14020
17567,ISLANDER,14020
17568,SPORT SUMMER EDITION,14020
17569,RUBICON X EDITION,14020
24161,CJ FALCON,14020
24230,FALCON EDITION,14020
24264,SPORT MOPAR,14020
24390,SPORT FREEDOM,14020
24486,SPORT FALCON,14020
24515,SPORT MOPAR 75TH,14020
24563,CJ SPORT,14020
24601,MOUNTAIN RANGER,14020
24759,DESERT STARTER,14020
24962,DESERT EAGLE ll,14020
25047,SAHARA 75TH ANNIVERSARY,14020
23744,RUBICON RECON,14020
23758,BLACK MOUNTAIN,14020
23828,WILLYS WHEELER,14020
23912,BIG BEAR EXTREME,14020
23977,SPORT LEVEL RED,14020
23979,NIGHT EAGLE,14020
17501,SAHARA PLUS,14014
17502,CALL OF DUTY II,14014
17503,RUBICON X,14014
17504,SAHARA N/AVIGATION,14014
17505,SAHARA,14014
17506,RUBICON,14014
17507,SPORT,14014
17508,SPORT RENEGADE II,14014
17509,SPORT HARLEY,14014
17510,SPORT TRAILHAWK,14014
24369,CJ SPORT EXTREME,14014
24378,CJ SPORT FALCON,14014
24418,CJ SPORT,14014
24428,NIGHT EAGLE,14014
24637,SPORT FALCON,14014
24842,BIG BEAR,14014
24845,SPORT MOPAR,14014
24930,SPORT BUZZ 3,14014
25118,SPORT BUZZ 2,14014
23732,SAHARA 75TH ANNIVERSARY,14014
23802,WILLYS WHEELER,14014
23862,SPORT BIG BEAR,14014
23934,SPORT LEVEL RED,14014
16169,MK3,14495
24794,DIGNITY,17853
23896,CITY,17853
19389,STD,18416
25174,STD,17887
20266,STAND,19906
14523,EX DLX PANORAMA S\/R,14027
14524,EX FOP,14027
14525,LX STD,14027
14573,BASE,14034
14574,EX MID,14034
14575,LX,14034
14576,EX,14034
14577,EX TOP,14034
14578,STD,14034
24692,EX -SR LTH,14034
14547,LX,14030
14548,EX TOP,14030
14549,STD,14030
14550,EX,14030
14551,LX,14031
14552,SX,14031
14553,L,14031
14554,MID,14031
14555,COUPE,14031
14556,TOP,14031
14557,EX,14031
14558,STD,14031
14559,LX TOP,14031
14526,SX,14028
14527,SX TOP,14028
14501,EX TOP,14035
14500,LX,14035
14502,EX,14035
14545,EX,14029
14546,LX,14029
17570,TOP,14021
17571,STD,14021
14560,STD,14032
14561,LX MID,14032
14562,EX,14032
14563,LX,14032
14564,SX,14032
14565,EX MID,14032
14566,LX TOP,14032
14567,EX TOP,14032
14519,LX,14026
14520,EX,14026
14521,EX TOP,14026
14522,EX MID,14026
14513,TOP,14024
14514,GLS,14024
14515,EX TOP,14025
14516,LX,14025
14517,EX,14025
14518,EX MID,14025
17572,EX,14022
17573,EX TOP,14022
17574,EX MID,14022
17575,STD,14022
17576,LX,14022
14568,EX TOP,14033
14569,LX,14033
14570,EX LTH,14033
14571,EX,14033
14572,STD,14033
14509,EX MID,14023
14510,EX,14023
14511,LX,14023
14512,EX TOP,14023
23871,GTL,14023
25970,GTL,25848
24138,PURE S,17819
24342,PRESTIGE,17819
24603,FIRST EDITION,17819
25011,PURE,17819
25024,S,17819
25101,R-SPORT,17819
24013,PORTFOLIO,17819
23654,W8,18066
23778,W10,18066
14533,ROADSTER,14039
14534,LP700,14039
23954,LP 750,14039
14503,LP 570-4 SUPERLEGGERA,14036
14504,LP560-4,14036
14505,LP 550-2 SUPER TROFEO STRADA,14036
14506,STD,14036
14507,LP 570-4 PERFORMANTE,14036
14508,LP 550-2,14036
14532,LP610-4,14038
19957,LP580 - 2,14038
23597,PERFORMANTE,14038
14528,LP 670-4 SV,14037
14529,LP-640 ROADSTER,14037
14530,STD,14037
14531,LP-640,14037
14638,STD,14057
14624,SE,14055
14625,HSE,14055
14623,SE,14054
14590,VOGUE LE,14048
14591,VOGUE SE,14048
14592,AUTOBIOGRAPHY,14048
14593,HSE,14048
14594,SUPERCHARGED VOUGE,14048
14626,AUTOBIOGRAPHY DYN/AMIC,14056
14627,DYN/AMIC,14056
14628,SVR,14056
14629,SE PLUS,14056
14630,HSE RED,14056
14631,SC HST,14056
14632,SC AUTOBIOGRAPHY,14056
14633,SE,14056
14634,HSE LE,14056
14635,HSE,14056
14636,SUPERCHARGED,14056
14637,HSE S,14056
14601,90,14049
14602,110 HERITAGE EDITION,14049
14603,110,14049
14617,STD,14052
19950,FIRST EDITION,14052
19951,S,14052
19952,HSE LUXURY,14052
19955,HSE,14052
19960,SE,14052
14613,HSE,14051
14614,HSE LUXURY,14051
14615,S,14051
14616,SE,14051
14618,HSE,14053
14619,SE,14053
14620,HSE,14054
14621,LE,14054
14622,HSE LE,14054
14595,SE,14048
14596,SUPERCHARGED,14048
14597,HSE LE,14048
14598,AUTOBIOGRAPHY LWB,14048
14599,VOUGE,14048
14600,AUTOBIOGRAPHY BLACK,14048
24110,AUTOBIOGRAPHY SV DYN/AMIC,14048
25056,AUTOBIOGRAPHY SV,14048
23996,AUTOBIOGRAPHY SV LWB,14048
14604,SE,14050
14605,PURE LE,14050
14606,SE PLUS,14050
14607,PURE,14050
14608,DYN/AMIC,14050
14609,PRESTIGE,14050
14610,DYN/AMIC PLUS,14050
14611,HSE,14050
14612,HSE DYN/AMIC,14050
19963,AUTOBIOGRAPHY,14050
24539,SE DYN/AMIC,14050
24319,HSE DYN/AMIC,14056
27400,S,25839
27401,SE,25839
27402,HSE,25839
27403,R-DYN/AMIC,25839
27404,R-DYN/AMIC S,25839
27405,R-DYN/AMIC SE,25839
27406,R-DYN/AMIC HSE,25839
14675,PREMIER,14066
14676,PRESTIGE,14066
14677,PLATINUM,14066
14763,PLATINUM PLUS,14086
14764,PREMIER,14086
14765,STD,14086
14766,PLATINUM,14086
24063,PRESTIGE,14086
14700,SPORT,14071
